language,digs,multis,word_n,expected_complexity,coordinates
languagegen3index40_1.44_3,1.44,3,3,2.0030901254990394,"(3, 2.0030901254990394)"
languagegen3index74_1.2_5.24,1.2,5.24,4,1.579629966316507,"(4, 1.579629966316507)"
languagegen3index104_1.2_5.24.55,1.2,5.24.55,5,1.5601461556006235,"(5, 1.5601461556006235)"
languagegen3index86_1.90.2_5.24.6,1.90.2,5.24.6,6,1.4778355735856368,"(6, 1.4778355735856368)"
languagegen3index149_80.57.45.83.3_5.2.1,80.57.45.83.3,5.2.1,8,1.406188009080982,"(8, 1.406188009080982)"
languagegen3index159_80.32.10.3_5.2.94.1.39,80.32.10.3,5.2.94.1.39,9,1.3395939124278982,"(9, 1.3395939124278982)"
languagegen3index162_80.57.83.10.3_5.2.94.1.11,80.57.83.10.3,5.2.94.1.11,10,1.3090969013208067,"(10, 1.3090969013208067)"
languagegen3index176_80.57.47.10.3.72_5.2.1.6.59,80.57.47.10.3.72,5.2.1.6.59,11,1.2931247916105733,"(11, 1.2931247916105733)"
languagegen3index256_57.45.83.47.10.3.4_5.2.94.1.46,57.45.83.47.10.3.4,5.2.94.1.46,12,1.2573925412533233,"(12, 1.2573925412533233)"
languagegen3index260_80.57.47.32.10.3.4.84.76_5.2.94.1.46,80.57.47.32.10.3.4.84.76,5.2.94.1.46,14,1.241490786449842,"(14, 1.241490786449842)"
languagegen3index242_80.57.45.83.47.32.10.3.4.84.78_5.2.94.1.91,80.57.45.83.47.32.10.3.4.84.78,5.2.94.1.91,16,1.2365208105385768,"(16, 1.2365208105385768)"
languagegen3index253_80.57.45.83.47.32.10.3.4.84.20.49_5.2.94.1.46,80.57.45.83.47.32.10.3.4.84.20.49,5.2.94.1.46,17,1.2324118223763219,"(17, 1.2324118223763219)"
languagegen3index263_80.57.45.83.47.32.10.3.4.84.30.88.28_5.2.94.1.46,80.57.45.83.47.32.10.3.4.84.30.88.28,5.2.94.1.46,18,1.2254455607481891,"(18, 1.2254455607481891)"
languagegen3index267_3.48.69.6.97.93.1.76.36.24.11.26.78.10.71.2.70_37.25.4.16,3.48.69.6.97.93.1.76.36.24.11.26.78.10.71.2.70,37.25.4.16,21,1.1946339425051105,"(21, 1.1946339425051105)"
languagegen3index299_3.48.69.6.97.93.1.76.36.24.73.11.26.78.10.80.2.14_31.25.4.7,3.48.69.6.97.93.1.76.36.24.73.11.26.78.10.80.2.14,31.25.4.7,22,1.167476873802296,"(22, 1.167476873802296)"
languagegen3index332_3.69.6.97.93.1.76.36.73.11.26.78.10.71.80.2.70.5_37.31.49.25.4,3.69.6.97.93.1.76.36.73.11.26.78.10.71.80.2.70.5,37.31.49.25.4,23,1.1512606339995126,"(23, 1.1512606339995126)"
languagegen3index330_3.48.69.6.93.1.76.36.24.73.11.26.78.10.71.80.2.70.5_37.31.49.25.4,3.48.69.6.93.1.76.36.24.73.11.26.78.10.71.80.2.70.5,37.31.49.25.4,24,1.1485398433662655,"(24, 1.1485398433662655)"
languagegen2index315_3.48.69.6.97.93.1.76.36.24.73.11.26.78.10.71.80.2.70.5_37.31.49.25.4,3.48.69.6.97.93.1.76.36.24.73.11.26.78.10.71.80.2.70.5,37.31.49.25.4,25,1.1484098265251965,"(25, 1.1484098265251965)"
languagegen3index346_3.48.69.6.97.93.1.76.36.24.73.11.26.78.10.71.80.2.70.5_37.31.49.25.4,3.48.69.6.97.93.1.76.36.24.73.11.26.78.10.71.80.2.70.5,37.31.49.25.4,25,1.1484098265251965,"(25, 1.1484098265251965)"
languagegen3index338_3.48.69.6.97.93.1.76.36.24.73.11.26.78.10.71.80.2.70.5.32_37.31.49.25.4,3.48.69.6.97.93.1.76.36.24.73.11.26.78.10.71.80.2.70.5.32,37.31.49.25.4,26,1.1427957448130774,"(26, 1.1427957448130774)"
languagegen3index366_4.89.67.31.20.85.1.50.53.80.30.3.78.98.79.87.22.39.34.99.10.27.83.49.9.7.59_86.2.5.66.24,4.89.67.31.20.85.1.50.53.80.30.3.78.98.79.87.22.39.34.99.10.27.83.49.9.7.59,86.2.5.66.24,32,1.1408392154951792,"(32, 1.1408392154951792)"
languagegen3index360_4.89.67.31.20.85.1.50.53.80.30.3.78.98.79.87.22.39.34.68.99.10.27.83.49.9.7.13_86.2.5.66.24,4.89.67.31.20.85.1.50.53.80.30.3.78.98.79.87.22.39.34.68.99.10.27.83.49.9.7.13,86.2.5.66.24,33,1.1336874550961362,"(33, 1.1336874550961362)"
languagegen3index1905_40.98.39.41.21.3.2.17.37.46.23.44.66.71.50.97.83.19.16.72.29.26.49.4.61.30.52.75.51.94.13.9.56_6.1.5,40.98.39.41.21.3.2.17.37.46.23.44.66.71.50.97.83.19.16.72.29.26.49.4.61.30.52.75.51.94.13.9.56,6.1.5,36,1.1277353766842177,"(36, 1.1277353766842177)"
languagegen3index381_40.98.39.41.21.3.2.17.37.46.23.44.66.71.50.97.83.19.72.29.26.49.4.61.30.52.75.51.94.35.13.9.56_6.1.5.20,40.98.39.41.21.3.2.17.37.46.23.44.66.71.50.97.83.19.72.29.26.49.4.61.30.52.75.51.94.35.13.9.56,6.1.5.20,37,1.1255122573818404,"(37, 1.1255122573818404)"
languagegen3index387_40.98.39.41.21.3.2.17.37.46.23.44.66.71.50.97.83.19.16.72.29.26.4.61.30.52.75.51.94.35.13.9.56.12_6.1.5.47,40.98.39.41.21.3.2.17.37.46.23.44.66.71.50.97.83.19.16.72.29.26.4.61.30.52.75.51.94.35.13.9.56.12,6.1.5.47,38,1.1150556820576716,"(38, 1.1150556820576716)"
languagegen3index423_8.41.79.40.68.72.33.65.89.85.88.71.73.96.26.4.1.2.47.59.5.77.31.49.15.91.57.27.38.34.60.25.9.6_28.92.3.35.17,8.41.79.40.68.72.33.65.89.85.88.71.73.96.26.4.1.2.47.59.5.77.31.49.15.91.57.27.38.34.60.25.9.6,28.92.3.35.17,39,1.113731737567464,"(39, 1.113731737567464)"
languagegen3index396_8.41.79.40.68.72.33.65.89.94.85.88.71.73.96.26.4.1.2.47.59.5.77.31.49.15.91.57.27.38.34.60.25.11.6_92.3.35.17.9,8.41.79.40.68.72.33.65.89.94.85.88.71.73.96.26.4.1.2.47.59.5.77.31.49.15.91.57.27.38.34.60.25.11.6,92.3.35.17.9,40,1.1049008753849021,"(40, 1.1049008753849021)"
languagegen3index457_61.45.79.73.2.32.4.50.22.62.29.47.46.19.14.23.33.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.98.12.97.36.39.43.3.35.30_78.7,61.45.79.73.2.32.4.50.22.62.29.47.46.19.14.23.33.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.98.12.97.36.39.43.3.35.30,78.7,44,1.0771334720786416,"(44, 1.0771334720786416)"
languagegen3index477_61.74.44.45.73.2.32.96.4.50.22.62.29.47.46.19.14.23.33.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.12.97.36.39.43.3.30.9.11_78.60,61.74.44.45.73.2.32.96.4.50.22.62.29.47.46.19.14.23.33.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.12.97.36.39.43.3.30.9.11,78.60,46,1.0769667060860262,"(46, 1.0769667060860262)"
languagegen3index442_61.74.45.79.73.2.4.50.22.62.29.47.46.19.14.23.33.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.98.12.97.36.39.43.3.35.30.7.52_91.78.15,61.74.45.79.73.2.4.50.22.62.29.47.46.19.14.23.33.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.98.12.97.36.39.43.3.35.30.7.52,91.78.15,47,1.069542526029051,"(47, 1.069542526029051)"
languagegen3index507_94.70.58.34.48.44.99.4.15.93.7.45.14.1.41.65.49.59.66.3.83.18.37.27.39.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9_29.2.79,94.70.58.34.48.44.99.4.15.93.7.45.14.1.41.65.49.59.66.3.83.18.37.27.39.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9,29.2.79,48,1.0668665540157687,"(48, 1.0668665540157687)"
languagegen3index554_94.70.58.44.99.4.15.93.7.45.14.1.41.65.49.59.66.55.3.83.71.18.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13_33.2.81.79,94.70.58.44.99.4.15.93.7.45.14.1.41.65.49.59.66.55.3.83.71.18.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13,33.2.81.79,49,1.0623508934335553,"(49, 1.0623508934335553)"
languagegen3index526_94.70.58.34.48.44.99.4.15.93.7.45.14.1.41.65.49.59.66.55.3.83.18.37.27.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13_29.2.79.84,94.70.58.34.48.44.99.4.15.93.7.45.14.1.41.65.49.59.66.55.3.83.18.37.27.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13,29.2.79.84,50,1.0590665224171094,"(50, 1.0590665224171094)"
languagegen3index570_94.70.58.48.44.99.4.15.93.7.45.14.1.41.65.49.59.66.55.3.83.71.18.27.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13.11_29.2.79,94.70.58.48.44.99.4.15.93.7.45.14.1.41.65.49.59.66.55.3.83.71.18.27.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13.11,29.2.79,51,1.0502982732912598,"(51, 1.0502982732912598)"
languagegen3index588_94.70.58.34.48.44.99.4.15.93.7.45.14.1.41.65.49.59.66.55.3.83.71.18.37.27.39.91.76.31.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.88.10.68_29.2.79.17.67,94.70.58.34.48.44.99.4.15.93.7.45.14.1.41.65.49.59.66.55.3.83.71.18.37.27.39.91.76.31.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.88.10.68,29.2.79.17.67,55,1.0482499047017912,"(55, 1.0482499047017912)"
languagegen3index631_17.91.69.83.28.2.80.25.79.4.45.22.19.20.1.9.51.16.41.89.39.97.55.62.27.87.76.50.98.46.44.72.34.5.12.36.65.32.52.99.48.54.10.85.24.84.6.8.18.3.23.26.67.21.7_30.11.43,17.91.69.83.28.2.80.25.79.4.45.22.19.20.1.9.51.16.41.89.39.97.55.62.27.87.76.50.98.46.44.72.34.5.12.36.65.32.52.99.48.54.10.85.24.84.6.8.18.3.23.26.67.21.7,30.11.43,58,1.034872583694207,"(58, 1.034872583694207)"
languagegen3index632_17.91.69.83.28.2.80.25.79.4.82.45.22.19.20.1.9.51.16.41.89.39.97.55.62.27.87.76.14.50.98.46.44.72.34.5.12.36.65.32.52.99.48.54.10.85.24.6.8.18.3.23.26.67.21.7.56_30.11,17.91.69.83.28.2.80.25.79.4.82.45.22.19.20.1.9.51.16.41.89.39.97.55.62.27.87.76.14.50.98.46.44.72.34.5.12.36.65.32.52.99.48.54.10.85.24.6.8.18.3.23.26.67.21.7.56,30.11,59,1.029408295350347,"(59, 1.029408295350347)"
languagegen3index652_17.91.69.83.28.2.25.79.66.4.82.45.22.19.20.1.9.68.16.41.39.97.55.62.27.87.76.14.50.98.46.44.72.34.5.12.36.65.32.52.99.48.54.10.85.24.84.6.8.18.3.23.26.67.21.7.56_30.11.71,17.91.69.83.28.2.25.79.66.4.82.45.22.19.20.1.9.68.16.41.39.97.55.62.27.87.76.14.50.98.46.44.72.34.5.12.36.65.32.52.99.48.54.10.85.24.84.6.8.18.3.23.26.67.21.7.56,30.11.71,60,1.028748543925003,"(60, 1.028748543925003)"
languagegen3index643_17.91.69.83.28.2.25.79.66.4.82.45.22.19.20.1.9.51.68.16.41.89.39.97.55.62.27.87.76.14.50.98.46.44.72.34.5.12.36.65.32.52.99.48.54.10.24.84.6.8.18.3.23.26.67.21.7.56.15_30.11,17.91.69.83.28.2.25.79.66.4.82.45.22.19.20.1.9.51.68.16.41.89.39.97.55.62.27.87.76.14.50.98.46.44.72.34.5.12.36.65.32.52.99.48.54.10.24.84.6.8.18.3.23.26.67.21.7.56.15,30.11,61,1.0233484107819824,"(61, 1.0233484107819824)"
languagegen3index636_17.91.69.83.28.2.80.25.79.4.82.45.22.19.20.1.9.51.16.41.89.39.97.55.62.27.87.76.14.50.98.46.44.72.34.5.12.36.65.32.52.99.48.54.10.85.24.84.6.8.18.3.23.26.67.21.7.56_30.11.13.37,17.91.69.83.28.2.80.25.79.4.82.45.22.19.20.1.9.51.16.41.89.39.97.55.62.27.87.76.14.50.98.46.44.72.34.5.12.36.65.32.52.99.48.54.10.85.24.84.6.8.18.3.23.26.67.21.7.56,30.11.13.37,62,1.0208381378190035,"(62, 1.0208381378190035)"
languagegen3index690_17.91.69.83.28.2.80.25.79.66.4.82.45.22.19.20.1.9.51.68.16.41.89.39.97.55.62.27.87.76.14.50.98.46.44.72.34.5.12.36.65.32.52.99.48.54.10.85.24.84.6.8.18.3.23.26.67.21.7.56.13_30.11.38,17.91.69.83.28.2.80.25.79.66.4.82.45.22.19.20.1.9.51.68.16.41.89.39.97.55.62.27.87.76.14.50.98.46.44.72.34.5.12.36.65.32.52.99.48.54.10.85.24.84.6.8.18.3.23.26.67.21.7.56.13,30.11.38,64,1.020089493092057,"(64, 1.020089493092057)"
languagegen3index703_17.91.69.83.28.2.80.25.79.66.4.82.45.22.19.20.1.9.51.68.16.41.89.39.97.55.62.27.87.14.50.98.46.44.72.34.5.12.36.65.32.52.99.48.54.10.85.24.84.6.8.18.3.23.26.67.21.7.56.13_30.11.47.15.90,17.91.69.83.28.2.80.25.79.66.4.82.45.22.19.20.1.9.51.68.16.41.89.39.97.55.62.27.87.14.50.98.46.44.72.34.5.12.36.65.32.52.99.48.54.10.85.24.84.6.8.18.3.23.26.67.21.7.56.13,30.11.47.15.90,65,1.0150066321120796,"(65, 1.0150066321120796)"
languagegen3index708_6.36.34.66.9.29.92.87.77.28.26.94.65.1.60.12.78.90.32.56.51.30.14.17.20.64.42.88.93.18.96.84.25.35.99.7.44.16.43.27.49.91.2.50.80.13.72.46.97.76.15.10.98.11.31.71.54.5.63.22.8.73.21_3.24.4.70.19,6.36.34.66.9.29.92.87.77.28.26.94.65.1.60.12.78.90.32.56.51.30.14.17.20.64.42.88.93.18.96.84.25.35.99.7.44.16.43.27.49.91.2.50.80.13.72.46.97.76.15.10.98.11.31.71.54.5.63.22.8.73.21,3.24.4.70.19,68,1.0147946653268607,"(68, 1.0147946653268607)"
languagegen3index751_6.36.34.66.9.29.62.92.87.77.28.26.94.65.82.1.60.12.78.90.32.56.51.30.14.17.20.64.42.88.93.18.96.84.25.35.99.7.44.16.43.27.49.91.2.50.80.13.72.46.97.76.15.10.98.11.31.71.54.5.63.22.8.73.21.61_3.24.4.19,6.36.34.66.9.29.62.92.87.77.28.26.94.65.82.1.60.12.78.90.32.56.51.30.14.17.20.64.42.88.93.18.96.84.25.35.99.7.44.16.43.27.49.91.2.50.80.13.72.46.97.76.15.10.98.11.31.71.54.5.63.22.8.73.21.61,3.24.4.19,70,1.0142153825908669,"(70, 1.0142153825908669)"
languagegen3index833_83.65.57.56.62.80.42.19.51.87.44.13.90.77.54.48.3.7.14.66.17.73.41.64.95.71.29.88.76.9.6.15.28.45.58.72.91.96.12.4.82.55.38.20.50.35.23.70.1.18.69.30.39.60.24.8.86.27.10.11.46.33.84.16.5.26_25.32.21.2.31,83.65.57.56.62.80.42.19.51.87.44.13.90.77.54.48.3.7.14.66.17.73.41.64.95.71.29.88.76.9.6.15.28.45.58.72.91.96.12.4.82.55.38.20.50.35.23.70.1.18.69.30.39.60.24.8.86.27.10.11.46.33.84.16.5.26,25.32.21.2.31,71,1.012605837965234,"(71, 1.012605837965234)"
languagegen3index831_83.65.57.56.62.80.97.53.42.19.51.87.44.13.90.54.48.3.7.14.66.17.73.41.64.95.59.71.29.76.9.6.15.28.45.58.72.91.96.12.4.82.55.38.20.50.35.23.70.1.18.69.30.39.60.24.8.86.27.10.11.46.33.84.16.5.26.22_32.21.2.31,83.65.57.56.62.80.97.53.42.19.51.87.44.13.90.54.48.3.7.14.66.17.73.41.64.95.59.71.29.76.9.6.15.28.45.58.72.91.96.12.4.82.55.38.20.50.35.23.70.1.18.69.30.39.60.24.8.86.27.10.11.46.33.84.16.5.26.22,32.21.2.31,72,1.0113581592307217,"(72, 1.0113581592307217)"
languagegen3index872_83.65.74.57.56.62.92.80.53.42.19.87.44.13.90.77.54.48.3.7.14.66.17.73.41.64.95.59.71.29.88.76.9.6.15.28.45.58.72.91.96.12.4.82.55.38.20.50.35.23.70.1.18.69.30.39.60.24.8.86.27.10.11.46.33.84.16.5.26.22.34_25.21.2,83.65.74.57.56.62.92.80.53.42.19.87.44.13.90.77.54.48.3.7.14.66.17.73.41.64.95.59.71.29.88.76.9.6.15.28.45.58.72.91.96.12.4.82.55.38.20.50.35.23.70.1.18.69.30.39.60.24.8.86.27.10.11.46.33.84.16.5.26.22.34,25.21.2,74,1.0106783370398664,"(74, 1.0106783370398664)"
