language,digs,multis,word_n,expected_complexity,coordinates
languagegen7index2_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen5index11_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen10index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen6index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen12index5_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen9index991_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen14index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen15index4_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen11index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen16index1_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen13index6_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen14index94_1_5.2,1,5.2,3,1.6399219717171962,"(3, 1.6399219717171962)"
languagegen16index107_1_5.2,1,5.2,3,1.6399219717171962,"(3, 1.6399219717171962)"
languagegen15index99_1_5.2,1,5.2,3,1.6399219717171962,"(3, 1.6399219717171962)"
languagegen15index111_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen12index182_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen13index183_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen14index164_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen16index110_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen14index152_3.4_2.1.10,3.4,2.1.10,5,1.3303755166078817,"(5, 1.3303755166078817)"
languagegen16index165_3.4_5.2.1.15,3.4,5.2.1.15,6,1.2539723548868429,"(6, 1.2539723548868429)"
