language,digs,multis,word_n,expected_complexity,coordinates
languagegen19index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen19index1_1.99_3.87,1.99,3.87,4,2.00086881763742,"(4, 2.00086881763742)"
languagegen19index2_14_3.69,14,3.69,3,8.430917154981728,"(3, 8.430917154981728)"
languagegen19index3_1.18_3,1.18,3,3,1.9765737251190711,"(3, 1.9765737251190711)"
languagegen19index4_1.16_3,1.16,3,3,1.9407614280682561,"(3, 1.9407614280682561)"
languagegen19index8_1_3.93,1,3.93,3,2.0040715620597527,"(3, 2.0040715620597527)"
languagegen19index9_1_3.49.10,1,3.49.10,4,1.8057798975377575,"(4, 1.8057798975377575)"
languagegen19index11_1.70_3,1.70,3,3,2.013324501357572,"(3, 2.013324501357572)"
languagegen19index14_1.10_3.97,1.10,3.97,4,1.9025747743570591,"(4, 1.9025747743570591)"
languagegen19index15_1.14_3,1.14,3,3,1.9300434020569894,"(3, 1.9300434020569894)"
languagegen19index16_1.50.87_3,1.50.87,3,4,2.002593100890228,"(4, 2.002593100890228)"
languagegen19index17_9_3.43,9,3.43,3,9.512215350771374,"(3, 9.512215350771374)"
languagegen19index21_1.91_3,1.91,3,3,2.0172055898436843,"(3, 2.0172055898436843)"
languagegen19index22_1_3.13.40,1,3.13.40,4,1.8149751191217296,"(4, 1.8149751191217296)"
languagegen19index23_1_3.21,1,3.21,3,1.9005999387006507,"(3, 1.9005999387006507)"
languagegen19index24_1_3.12.19,1,3.12.19,4,1.773209949240886,"(4, 1.773209949240886)"
languagegen19index27_1.74_3,1.74,3,3,2.014441837557645,"(3, 2.014441837557645)"
languagegen19index29_43_3.31,43,3.31,3,11.057652930035351,"(3, 11.057652930035351)"
languagegen19index30_1_3.80.21,1,3.80.21,4,1.8854908596737465,"(4, 1.8854908596737465)"
languagegen19index31_1.29_3,1.29,3,3,1.9803624859986568,"(3, 1.9803624859986568)"
languagegen19index32_1.85_3,1.85,3,3,2.016133059430173,"(3, 2.016133059430173)"
languagegen19index33_1_3.91,1,3.91,3,2.0026714502184313,"(3, 2.0026714502184313)"
languagegen19index36_74.1_3,74.1,3,3,2.014441837557645,"(3, 2.014441837557645)"
languagegen19index37_1.36.52_3,1.36.52,3,4,1.9886432820816924,"(4, 1.9886432820816924)"
languagegen19index40_1.67_3,1.67,3,3,2.012263551691285,"(3, 2.012263551691285)"
languagegen19index41_1_3.64,1,3.64,3,1.9869879216319029,"(3, 1.9869879216319029)"
languagegen19index43_1_3.5.35.24,1,3.5.35.24,5,1.6869362017648613,"(5, 1.6869362017648613)"
languagegen19index44_1_3.45,1,3.45,3,1.963523351963353,"(3, 1.963523351963353)"
languagegen19index45_56_3,56,3,2,16.956243897065825,"(2, 16.956243897065825)"
languagegen19index46_1.53_3,1.53,3,3,2.0084390648377,"(3, 2.0084390648377)"
languagegen19index47_1.64_3,1.64,3,3,2.0115199184403556,"(3, 2.0115199184403556)"
languagegen19index48_1.62_3,1.62,3,3,2.010793530079896,"(3, 2.010793530079896)"
languagegen19index49_1.45.29_3,1.45.29,3,4,1.9696821734853014,"(4, 1.9696821734853014)"
languagegen19index50_1_3.14,1,3.14,3,1.8524239316741626,"(3, 1.8524239316741626)"
languagegen19index51_1_3.40,1,3.40,3,1.95506397002524,"(3, 1.95506397002524)"
languagegen19index53_1_5.2,1,5.2,3,1.6399219717171962,"(3, 1.6399219717171962)"
languagegen19index55_1_5.2.25.77,1,5.2.25.77,5,1.5715123686077637,"(5, 1.5715123686077637)"
languagegen19index56_49_5.2.8,49,5.2.8,4,3.975471676024554,"(4, 3.975471676024554)"
languagegen19index57_1_5.2.66,1,5.2.66,4,1.6125026724803735,"(4, 1.6125026724803735)"
languagegen19index58_1.23_5.2.40,1.23,5.2.40,5,1.5707229528610107,"(5, 1.5707229528610107)"
languagegen19index59_1.60_2,1.60,2,3,2.1400015281384723,"(3, 2.1400015281384723)"
languagegen19index60_1_2,1,2,2,2.1538628295317275,"(2, 2.1538628295317275)"
languagegen19index62_1_2.7,1,2.7,3,1.6146641249102265,"(3, 1.6146641249102265)"
languagegen19index64_1.65_2.9,1.65,2.9,4,1.686104690826475,"(4, 1.686104690826475)"
languagegen19index65_1.31_5.2,1.31,5.2,4,1.6081156156294882,"(4, 1.6081156156294882)"
languagegen19index70_1_5.2.25,1,5.2.25,4,1.5820537841148032,"(4, 1.5820537841148032)"
languagegen19index72_3_1.68.24,3,1.68.24,4,2.245729163189751,"(4, 2.245729163189751)"
languagegen19index74_3_2.1.10.73,3,2.1.10.73,5,1.4109524134513252,"(5, 1.4109524134513252)"
languagegen19index75_41_2.1.10.14,41,2.1.10.14,5,1.6236716530122033,"(5, 1.6236716530122033)"
languagegen19index76_3_2.10.7,3,2.10.7,4,3.8302048910535884,"(4, 3.8302048910535884)"
languagegen19index77_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen19index78_51_2.1.10.95.85,51,2.1.10.95.85,6,1.662541010017723,"(6, 1.662541010017723)"
languagegen19index79_97_2.1.10,97,2.1.10,4,1.7170392497823213,"(4, 1.7170392497823213)"
languagegen19index80_3.13_2.1.10.49,3.13,2.1.10.49,6,1.3702286670607229,"(6, 1.3702286670607229)"
languagegen19index81_3_2,3,2,2,4.198504856771441,"(2, 4.198504856771441)"
languagegen19index82_5_2.1.10,5,2.1.10,4,1.5220152368953244,"(4, 1.5220152368953244)"
languagegen19index83_3_2.1.10.14,3,2.1.10.14,5,1.3796531944754789,"(5, 1.3796531944754789)"
languagegen19index84_3_2.1.80.89,3,2.1.80.89,5,1.622932936461945,"(5, 1.622932936461945)"
languagegen19index88_3.99.86_1.10.91,3.99.86,1.10.91,6,1.8071853925537733,"(6, 1.8071853925537733)"
languagegen19index90_3_1.10.89,3,1.10.89,4,1.872439408421521,"(4, 1.872439408421521)"
languagegen19index91_3.60_2.1.10,3.60,2.1.10,5,1.4164631814058664,"(5, 1.4164631814058664)"
languagegen19index92_78_1.10.67,78,1.10.67,4,2.701801977667825,"(4, 2.701801977667825)"
languagegen19index94_3_2.10.95,3,2.10.95,4,3.9144303226140007,"(4, 3.9144303226140007)"
languagegen19index95_3.79_2.1,3.79,2.1,4,1.7213667564726292,"(4, 1.7213667564726292)"
languagegen19index96_3_1.10,3,1.10,3,1.886891372429962,"(3, 1.886891372429962)"
languagegen19index97_13_2.1.10,13,2.1.10,4,1.646870371554527,"(4, 1.646870371554527)"
languagegen19index98_3.21_2.1.94,3.21,2.1.94,5,1.569150112157834,"(5, 1.569150112157834)"
languagegen19index99_3.46_1.10,3.46,1.10,4,1.8629972027226884,"(4, 1.8629972027226884)"
languagegen19index101_4_2.1.10.50.87,4,2.1.10.50.87,6,1.4941125307334893,"(6, 1.4941125307334893)"
languagegen19index102_3.4.60.78.55_1,3.4.60.78.55,1,6,2.0720573370095576,"(6, 2.0720573370095576)"
