language,digs,multis,word_n,expected_complexity,coordinates
languagegen11index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen13index6_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen7index2_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen5index11_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen10index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen6index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen12index5_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen9index991_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen14index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen14index94_1_5.2,1,5.2,3,1.6399219717171962,"(3, 1.6399219717171962)"
languagegen13index183_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen14index164_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen12index182_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen14index152_3.4_2.1.10,3.4,2.1.10,5,1.3303755166078817,"(5, 1.3303755166078817)"
languagegen13index271_3.4_5.2.1.15,3.4,5.2.1.15,6,1.2539723548868429,"(6, 1.2539723548868429)"
languagegen14index195_3.4_5.2.1.15,3.4,5.2.1.15,6,1.2539723548868429,"(6, 1.2539723548868429)"
languagegen14index194_3.4_5.2.1.15.22,3.4,5.2.1.15.22,7,1.229781874876615,"(7, 1.229781874876615)"
languagegen14index232_3.4.7_5.2.1.21.15,3.4.7,5.2.1.21.15,8,1.2035649525225902,"(8, 1.2035649525225902)"
languagegen13index308_10.3.4.7_5.2.1.46.19,10.3.4.7,5.2.1.46.19,9,1.1942975076031686,"(9, 1.1942975076031686)"
languagegen12index300_10.3.4.7_5.2.1.46.19,10.3.4.7,5.2.1.46.19,9,1.1942975076031686,"(9, 1.1942975076031686)"
languagegen12index272_10.3.4.12.7_5.2.1.46.21,10.3.4.12.7,5.2.1.46.21,10,1.1779108536941703,"(10, 1.1779108536941703)"
languagegen14index280_10.3.4.30.12.6_5.2.1.19.14,10.3.4.30.12.6,5.2.1.19.14,11,1.1636746120012482,"(11, 1.1636746120012482)"
languagegen13index354_83.10.3.4.30.12.6_5.2.1.19.14,83.10.3.4.30.12.6,5.2.1.19.14,12,1.1628621510625419,"(12, 1.1628621510625419)"
languagegen14index281_83.10.3.4.30.12.6_5.2.1.19.14,83.10.3.4.30.12.6,5.2.1.19.14,12,1.1628621510625419,"(12, 1.1628621510625419)"
languagegen11index339_83.10.3.4.30.12.6_5.2.1.19.14,83.10.3.4.30.12.6,5.2.1.19.14,12,1.1628621510625419,"(12, 1.1628621510625419)"
languagegen14index338_3.6.1.11.10.80.2.14.5_4.7.86.44,3.6.1.11.10.80.2.14.5,4.7.86.44,13,1.1454118418595043,"(13, 1.1454118418595043)"
languagegen14index335_3.6.1.11.10.80.2.14.5_25.4.7.86.44,3.6.1.11.10.80.2.14.5,25.4.7.86.44,14,1.124328772046557,"(14, 1.124328772046557)"
languagegen14index330_3.6.1.11.10.80.2.14.5.17_25.4.7.86.44,3.6.1.11.10.80.2.14.5.17,25.4.7.86.44,15,1.119831240952368,"(15, 1.119831240952368)"
languagegen14index384_3.6.1.76.11.26.78.10.80.2.14.5.17.9_25.4.7,3.6.1.76.11.26.78.10.80.2.14.5.17.9,25.4.7,17,1.1119080610918997,"(17, 1.1119080610918997)"
languagegen14index386_3.6.1.11.26.78.10.80.2.14.5.17.9_25.4.7.86.44,3.6.1.11.26.78.10.80.2.14.5.17.9,25.4.7.86.44,18,1.1012975305644794,"(18, 1.1012975305644794)"
languagegen13index451_3.6.1.76.11.26.78.10.80.2.14.5.17.9_25.4.7.86.44,3.6.1.76.11.26.78.10.80.2.14.5.17.9,25.4.7.86.44,19,1.1010857354714012,"(19, 1.1010857354714012)"
languagegen13index471_3.6.97.1.76.36.24.11.10.2.14.5.39.17.34_25.4.7.56.9,3.6.97.1.76.36.24.11.10.2.14.5.39.17.34,25.4.7.56.9,20,1.0987074691311927,"(20, 1.0987074691311927)"
languagegen14index391_3.6.97.1.76.36.24.11.10.2.14.5.39.17.34_25.4.7.56.9,3.6.97.1.76.36.24.11.10.2.14.5.39.17.34,25.4.7.56.9,20,1.0987074691311927,"(20, 1.0987074691311927)"
languagegen12index417_3.6.97.1.76.36.24.11.10.2.14.5.39.17.34_25.4.7.56.9,3.6.97.1.76.36.24.11.10.2.14.5.39.17.34,25.4.7.56.9,20,1.0987074691311927,"(20, 1.0987074691311927)"
languagegen14index415_3.6.97.1.76.36.24.11.10.2.14.5.39.17.34.23_25.4.7.56.9,3.6.97.1.76.36.24.11.10.2.14.5.39.17.34.23,25.4.7.56.9,21,1.0961989241510086,"(21, 1.0961989241510086)"
languagegen14index1821_98.3.2.17.37.23.44.71.50.97.19.29.49.4.61.51.94.13.9.56.8.36_6.1.5.7.32,98.3.2.17.37.23.44.71.50.97.19.29.49.4.61.51.94.13.9.56.8.36,6.1.5.7.32,27,1.0957565846043764,"(27, 1.0957565846043764)"
