language,digs,multis,word_n,expected_complexity,coordinates
languagegen9index991_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen11index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen13index6_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen7index2_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen5index11_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen10index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen6index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen12index5_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen12index106_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen9index911_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen7index7_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen10index75_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen11index110_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen5index15_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen13index109_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen12index182_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen13index183_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen13index204_3.4_5.2.1,3.4,5.2.1,5,1.3341960534703898,"(5, 1.3341960534703898)"
languagegen11index1862_3.4_5.2.1,3.4,5.2.1,5,1.3341960534703898,"(5, 1.3341960534703898)"
languagegen13index271_3.4_5.2.1.15,3.4,5.2.1.15,6,1.2539723548868429,"(6, 1.2539723548868429)"
languagegen12index244_3.4_5.2.1.39.15,3.4,5.2.1.39.15,7,1.2360923087604032,"(7, 1.2360923087604032)"
languagegen13index256_3.4_5.2.1.39.15,3.4,5.2.1.39.15,7,1.2360923087604032,"(7, 1.2360923087604032)"
languagegen10index251_3.4_5.2.1.39.15,3.4,5.2.1.39.15,7,1.2360923087604032,"(7, 1.2360923087604032)"
languagegen13index332_10.3.4.7_5.2.1.21,10.3.4.7,5.2.1.21,8,1.2067345000354042,"(8, 1.2067345000354042)"
languagegen13index308_10.3.4.7_5.2.1.46.19,10.3.4.7,5.2.1.46.19,9,1.1942975076031686,"(9, 1.1942975076031686)"
languagegen12index300_10.3.4.7_5.2.1.46.19,10.3.4.7,5.2.1.46.19,9,1.1942975076031686,"(9, 1.1942975076031686)"
