language,digs,multis,word_n,expected_complexity,coordinates
languagegen1index29_21_5.11,21,5.11,3,5.718190694608011,"(3, 5.718190694608011)"
languagegen1index124_1.11_5.24,1.11,5.24,4,2.7950147576455473,"(4, 2.7950147576455473)"
languagegen1index157_36.2_94.1.42,36.2,94.1.42,5,1.9378282294581943,"(5, 1.9378282294581943)"
languagegen1index86_69.1.44_5.24.3,69.1.44,5.24.3,6,1.7094624161051792,"(6, 1.7094624161051792)"
languagegen1index83_1.90.77.2.48_5.24,1.90.77.2.48,5.24,7,1.5743434277895465,"(7, 1.5743434277895465)"
languagegen1index317_80.57.18.45.83.10_5.23.2.94.1,80.57.18.45.83.10,5.23.2.94.1,11,1.4685252430553533,"(11, 1.4685252430553533)"
languagegen1index279_80.57.45.83.47.32.10.3_5.2.94.1,80.57.45.83.47.32.10.3,5.2.94.1,12,1.3432866770591867,"(12, 1.3432866770591867)"
languagegen1index428_3.21.69.6.97.93.1.36.24.73.11.26.78.10.71.80.2.70_37.31.49.25,3.21.69.6.97.93.1.36.24.73.11.26.78.10.71.80.2.70,37.31.49.25,22,1.3086839060371211,"(22, 1.3086839060371211)"
languagegen1index407_3.21.48.69.6.97.93.1.36.24.73.11.26.78.10.71.80.2.70_37.31.49.25,3.21.48.69.6.97.93.1.36.24.73.11.26.78.10.71.80.2.70,37.31.49.25,23,1.3079569326906164,"(23, 1.3079569326906164)"
languagegen1index457_3.48.69.6.97.93.1.76.36.24.73.11.26.78.10.71.80.2.70_37.31.49.25.4,3.48.69.6.97.93.1.76.36.24.73.11.26.78.10.71.80.2.70,37.31.49.25.4,24,1.2128653080850884,"(24, 1.2128653080850884)"
languagegen1index469_4.89.67.82.31.20.85.1.50.53.80.30.3.78.98.79.87.22.39.34.68.99.10.27.83.49_86.2.5.66,4.89.67.82.31.20.85.1.50.53.80.30.3.78.98.79.87.22.39.34.68.99.10.27.83.49,86.2.5.66,30,1.2107327092704157,"(30, 1.2107327092704157)"
languagegen1index659_8.39.41.1.92.12.74.56.19.25.96.54.9.84.88.32.51.2.31.24.3.11.98.47.57.69.97.53.52.15.80.5_7.36,8.39.41.1.92.12.74.56.19.25.96.54.9.84.88.32.51.2.31.24.3.11.98.47.57.69.97.53.52.15.80.5,7.36,34,1.2042848932031096,"(34, 1.2042848932031096)"
languagegen1index541_40.98.39.41.21.3.2.17.37.46.23.44.66.71.50.97.83.19.16.72.29.26.49.4.61.30.52.75.51.94.35.13.9_6.1,40.98.39.41.21.3.2.17.37.46.23.44.66.71.50.97.83.19.16.72.29.26.49.4.61.30.52.75.51.94.35.13.9,6.1,35,1.1895967147990993,"(35, 1.1895967147990993)"
languagegen1index700_8.41.79.40.68.72.33.89.94.85.88.71.73.96.26.4.1.2.47.59.5.77.31.49.15.91.57.27.38.34.60.25_28.3.35.17,8.41.79.40.68.72.33.89.94.85.88.71.73.96.26.4.1.2.47.59.5.77.31.49.15.91.57.27.38.34.60.25,28.3.35.17,36,1.164143954420044,"(36, 1.164143954420044)"
languagegen1index655_8.39.41.1.92.12.74.56.19.25.96.54.9.84.88.32.2.31.24.3.11.98.47.57.69.97.53.93.52.15.80.5.26.72_7.36.6,8.39.41.1.92.12.74.56.19.25.96.54.9.84.88.32.2.31.24.3.11.98.47.57.69.97.53.93.52.15.80.5.26.72,7.36.6,37,1.1579953945857833,"(37, 1.1579953945857833)"
languagegen1index675_8.41.79.40.68.72.33.65.89.94.85.88.71.73.96.26.4.1.2.47.59.5.77.31.49.15.91.57.27.38.34.60.25.11_92.3.35.17,8.41.79.40.68.72.33.65.89.94.85.88.71.73.96.26.4.1.2.47.59.5.77.31.49.15.91.57.27.38.34.60.25.11,92.3.35.17,38,1.1571580221538311,"(38, 1.1571580221538311)"
