language,digs,multis,word_n,expected_complexity,coordinates
languagegen13index6_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen7index2_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen5index11_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen10index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen6index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen12index5_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen9index991_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen14index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen15index4_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen11index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen15index99_1_5.2,1,5.2,3,1.6399219717171962,"(3, 1.6399219717171962)"
languagegen14index94_1_5.2,1,5.2,3,1.6399219717171962,"(3, 1.6399219717171962)"
languagegen14index164_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen13index183_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen12index182_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen15index111_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen14index152_3.4_2.1.10,3.4,2.1.10,5,1.3303755166078817,"(5, 1.3303755166078817)"
languagegen14index195_3.4_5.2.1.15,3.4,5.2.1.15,6,1.2539723548868429,"(6, 1.2539723548868429)"
languagegen13index271_3.4_5.2.1.15,3.4,5.2.1.15,6,1.2539723548868429,"(6, 1.2539723548868429)"
languagegen15index156_3.4_5.2.1.15.6,3.4,5.2.1.15.6,7,1.209168551231142,"(7, 1.209168551231142)"
languagegen14index232_3.4.7_5.2.1.21.15,3.4.7,5.2.1.21.15,8,1.2035649525225902,"(8, 1.2035649525225902)"
languagegen15index191_3.4.7_5.2.1.21.15,3.4.7,5.2.1.21.15,8,1.2035649525225902,"(8, 1.2035649525225902)"
languagegen15index200_10.3.4.7_5.2.1.46.19,10.3.4.7,5.2.1.46.19,9,1.1942975076031686,"(9, 1.1942975076031686)"
languagegen12index300_10.3.4.7_5.2.1.46.19,10.3.4.7,5.2.1.46.19,9,1.1942975076031686,"(9, 1.1942975076031686)"
languagegen13index308_10.3.4.7_5.2.1.46.19,10.3.4.7,5.2.1.46.19,9,1.1942975076031686,"(9, 1.1942975076031686)"
languagegen15index240_10.3.4.30.6_5.2.1.19.14,10.3.4.30.6,5.2.1.19.14,10,1.1739796059941796,"(10, 1.1739796059941796)"
languagegen14index280_10.3.4.30.12.6_5.2.1.19.14,10.3.4.30.12.6,5.2.1.19.14,11,1.1636746120012482,"(11, 1.1636746120012482)"
languagegen15index236_10.3.4.30.12.6_5.2.1.19.14,10.3.4.30.12.6,5.2.1.19.14,11,1.1636746120012482,"(11, 1.1636746120012482)"
languagegen15index288_3.6.1.11.10.80.2.14.5_4.7.86,3.6.1.11.10.80.2.14.5,4.7.86,12,1.1579332332516523,"(12, 1.1579332332516523)"
languagegen15index287_3.6.1.11.10.2.14.5_25.4.7.86.44,3.6.1.11.10.2.14.5,25.4.7.86.44,13,1.1245199171180598,"(13, 1.1245199171180598)"
languagegen15index295_3.6.1.11.10.80.2.14.5_25.4.7.86.44,3.6.1.11.10.80.2.14.5,25.4.7.86.44,14,1.124328772046557,"(14, 1.124328772046557)"
languagegen14index335_3.6.1.11.10.80.2.14.5_25.4.7.86.44,3.6.1.11.10.80.2.14.5,25.4.7.86.44,14,1.124328772046557,"(14, 1.124328772046557)"
languagegen14index330_3.6.1.11.10.80.2.14.5.17_25.4.7.86.44,3.6.1.11.10.80.2.14.5.17,25.4.7.86.44,15,1.119831240952368,"(15, 1.119831240952368)"
languagegen15index299_3.6.1.11.10.80.2.14.5.17_25.4.7.86.44,3.6.1.11.10.80.2.14.5.17,25.4.7.86.44,15,1.119831240952368,"(15, 1.119831240952368)"
languagegen15index304_3.6.1.11.10.80.2.14.5.17.40_25.4.7.86.44,3.6.1.11.10.80.2.14.5.17.40,25.4.7.86.44,16,1.1187771154692863,"(16, 1.1187771154692863)"
languagegen15index322_3.6.1.11.26.80.2.14.5.17.9.19_25.4.7.86.44,3.6.1.11.26.80.2.14.5.17.9.19,25.4.7.86.44,17,1.1108239852612989,"(17, 1.1108239852612989)"
languagegen15index327_3.6.1.11.26.78.10.80.2.14.5.17.9_25.4.7.44.88,3.6.1.11.26.78.10.80.2.14.5.17.9,25.4.7.44.88,18,1.1011777107847331,"(18, 1.1011777107847331)"
languagegen15index324_3.6.1.11.26.78.10.80.2.14.5.17.9.13_25.4.7.86.44,3.6.1.11.26.78.10.80.2.14.5.17.9.13,25.4.7.86.44,19,1.0928755843555518,"(19, 1.0928755843555518)"
languagegen15index403_98.3.2.17.46.44.66.71.97.19.29.49.4.61.51.35.13.9.56.8.12_6.1.5.7.32,98.3.2.17.46.44.66.71.97.19.29.49.4.61.51.35.13.9.56.8.12,6.1.5.7.32,26,1.089110241308007,"(26, 1.089110241308007)"
languagegen15index396_98.3.2.17.46.23.44.66.71.97.19.29.49.4.61.51.35.13.9.56.8.12_6.1.5.7.32,98.3.2.17.46.23.44.66.71.97.19.29.49.4.61.51.35.13.9.56.8.12,6.1.5.7.32,27,1.0867977111423748,"(27, 1.0867977111423748)"
languagegen15index399_98.3.2.17.46.23.44.66.71.50.97.19.29.49.4.61.35.13.9.56.8.12.74_6.1.5.7.32,98.3.2.17.46.23.44.66.71.50.97.19.29.49.4.61.35.13.9.56.8.12.74,6.1.5.7.32,28,1.0860865683116652,"(28, 1.0860865683116652)"
languagegen15index450_40.98.41.3.2.17.46.23.66.50.97.19.29.26.49.4.51.35.13.9.56.8.12.11.10_6.1.5.7,40.98.41.3.2.17.46.23.66.50.97.19.29.26.49.4.51.35.13.9.56.8.12.11.10,6.1.5.7,29,1.067559441618655,"(29, 1.067559441618655)"
languagegen15index458_40.41.3.2.17.46.23.44.66.50.83.19.29.26.4.94.35.13.9.56.8.12.11.10.20.51_6.1.5.7.32,40.41.3.2.17.46.23.44.66.50.83.19.29.26.4.94.35.13.9.56.8.12.11.10.20.51,6.1.5.7.32,31,1.0578123070654963,"(31, 1.0578123070654963)"
languagegen15index465_40.98.41.3.2.17.46.23.44.66.50.83.19.29.26.49.4.94.35.13.9.56.8.12.11.10.20_6.1.5.7.32,40.98.41.3.2.17.46.23.44.66.50.83.19.29.26.49.4.94.35.13.9.56.8.12.11.10.20,6.1.5.7.32,32,1.057459297671279,"(32, 1.057459297671279)"
languagegen15index475_40.98.3.2.17.46.23.44.66.50.97.83.19.29.26.49.4.51.94.35.13.9.56.8.12.11.10.14_6.1.5.7.32,40.98.3.2.17.46.23.44.66.50.97.83.19.29.26.49.4.51.94.35.13.9.56.8.12.11.10.14,6.1.5.7.32,33,1.0542735218848471,"(33, 1.0542735218848471)"
languagegen14index480_40.98.41.3.2.17.46.23.44.66.50.97.83.19.29.26.49.4.51.94.35.13.9.56.8.12.11.10.14_6.1.5.7.32,40.98.41.3.2.17.46.23.44.66.50.97.83.19.29.26.49.4.51.94.35.13.9.56.8.12.11.10.14,6.1.5.7.32,34,1.0535457833615756,"(34, 1.0535457833615756)"
languagegen15index479_40.98.41.3.2.17.46.23.44.66.50.97.83.19.29.26.49.4.51.94.35.13.9.56.8.12.11.10.14_6.1.5.7.32,40.98.41.3.2.17.46.23.44.66.50.97.83.19.29.26.49.4.51.94.35.13.9.56.8.12.11.10.14,6.1.5.7.32,34,1.0535457833615756,"(34, 1.0535457833615756)"
languagegen15index474_40.98.41.3.2.17.46.23.44.66.50.97.83.19.29.26.49.4.51.94.35.13.9.56.8.12.11.10.14.47_6.1.5.7.32,40.98.41.3.2.17.46.23.44.66.50.97.83.19.29.26.49.4.51.94.35.13.9.56.8.12.11.10.14.47,6.1.5.7.32,35,1.0527959756734975,"(35, 1.0527959756734975)"
languagegen15index493_45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.18.77.16.10.8.51.5.6.27.98.12.43.3.35.30.41.17_7.9.11.81.90,45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.18.77.16.10.8.51.5.6.27.98.12.43.3.35.30.41.17,7.9.11.81.90,38,1.0484654190278513,"(38, 1.0484654190278513)"
languagegen14index512_45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.87.18.77.16.10.8.51.5.6.27.98.12.43.3.35.30.41.17_7.9.11.81.90,45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.87.18.77.16.10.8.51.5.6.27.98.12.43.3.35.30.41.17,7.9.11.81.90,39,1.0483037955032615,"(39, 1.0483037955032615)"
languagegen15index488_45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.87.18.77.16.10.8.51.5.6.27.98.12.43.3.35.30.41.17.20_7.9.11.81.90,45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.87.18.77.16.10.8.51.5.6.27.98.12.43.3.35.30.41.17.20,7.9.11.81.90,40,1.0452454743592132,"(40, 1.0452454743592132)"
languagegen15index549_61.45.73.2.4.22.62.29.47.19.14.23.71.89.70.1.58.87.18.77.16.10.8.76.5.6.27.98.12.39.43.3.35.30.13.24_7.9.11.81.79,61.45.73.2.4.22.62.29.47.19.14.23.71.89.70.1.58.87.18.77.16.10.8.76.5.6.27.98.12.39.43.3.35.30.13.24,7.9.11.81.79,41,1.042775655323581,"(41, 1.042775655323581)"
languagegen15index546_61.45.73.2.4.50.22.62.29.19.14.23.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.98.12.39.43.3.35.30.13.24.36_7.9.11.81,61.45.73.2.4.50.22.62.29.19.14.23.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.98.12.39.43.3.35.30.13.24.36,7.9.11.81,42,1.0416218753005189,"(42, 1.0416218753005189)"
languagegen15index544_61.45.73.2.4.50.22.62.29.47.19.14.23.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.98.12.39.43.3.35.30.13.24_7.9.11.81.15,61.45.73.2.4.50.22.62.29.47.19.14.23.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.98.12.39.43.3.35.30.13.24,7.9.11.81.15,43,1.0365749933388226,"(43, 1.0365749933388226)"
languagegen15index574_61.45.2.32.4.22.62.29.47.46.19.23.33.89.70.1.58.18.16.10.8.76.5.6.27.98.12.36.39.43.3.35.30.11.25.31.13.15.59_7.9.24.83.14,61.45.2.32.4.22.62.29.47.46.19.23.33.89.70.1.58.18.16.10.8.76.5.6.27.98.12.36.39.43.3.35.30.11.25.31.13.15.59,7.9.24.83.14,44,1.0302277584567523,"(44, 1.0302277584567523)"
