language,digs,multis,word_n,expected_complexity,coordinates
languagegen9index991_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen11index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen5index11_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen10index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen7index2_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen6index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen5index15_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen11index110_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen10index75_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen7index7_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen9index911_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen11index186_3_5.2.1,3,5.2.1,4,1.4403725921364938,"(4, 1.4403725921364938)"
languagegen10index151_3_5.2.1,3,5.2.1,4,1.4403725921364938,"(4, 1.4403725921364938)"
languagegen11index1862_3.4_5.2.1,3.4,5.2.1,5,1.3341960534703898,"(5, 1.3341960534703898)"
languagegen10index188_3.4_5.2.1.39,3.4,5.2.1.39,6,1.3005542437426911,"(6, 1.3005542437426911)"
languagegen11index247_3.4_5.2.1.39,3.4,5.2.1.39,6,1.3005542437426911,"(6, 1.3005542437426911)"
languagegen10index251_3.4_5.2.1.39.15,3.4,5.2.1.39.15,7,1.2360923087604032,"(7, 1.2360923087604032)"
languagegen11index297_10.3.4.12_5.2.1.19,10.3.4.12,5.2.1.19,8,1.2168865538596474,"(8, 1.2168865538596474)"
languagegen10index280_10.3.4.12_5.2.1.46.19,10.3.4.12,5.2.1.46.19,9,1.2045428329528514,"(9, 1.2045428329528514)"
languagegen11index285_10.3.4.12_5.2.1.46.19,10.3.4.12,5.2.1.46.19,9,1.2045428329528514,"(9, 1.2045428329528514)"
languagegen11index356_10.3.4.30.7_5.2.1.46.19,10.3.4.30.7,5.2.1.46.19,10,1.1887715553006035,"(10, 1.1887715553006035)"
languagegen11index349_83.10.3.4.12.7_5.2.1.46.19,83.10.3.4.12.7,5.2.1.46.19,11,1.1746730393902316,"(11, 1.1746730393902316)"
languagegen11index339_83.10.3.4.30.12.6_5.2.1.19.14,83.10.3.4.30.12.6,5.2.1.19.14,12,1.1628621510625419,"(12, 1.1628621510625419)"
