language,digs,multis,word_n,expected_complexity,coordinates
languagegen5index11_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen9index991_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen6index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen7index2_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen10index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen5index15_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen7index7_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen9index911_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen10index75_1.2_5,1.2,5,3,1.6488345156702644,"(3, 1.6488345156702644)"
languagegen10index151_3_5.2.1,3,5.2.1,4,1.4403725921364938,"(4, 1.4403725921364938)"
languagegen10index166_10.3_5.2.1,10.3,5.2.1,5,1.3896750456003577,"(5, 1.3896750456003577)"
languagegen10index188_3.4_5.2.1.39,3.4,5.2.1.39,6,1.3005542437426911,"(6, 1.3005542437426911)"
languagegen10index251_3.4_5.2.1.39.15,3.4,5.2.1.39.15,7,1.2360923087604032,"(7, 1.2360923087604032)"
languagegen10index1852_10.3.4_5.2.1.39.14,10.3.4,5.2.1.39.14,8,1.2205104745397584,"(8, 1.2205104745397584)"
languagegen10index280_10.3.4.12_5.2.1.46.19,10.3.4.12,5.2.1.46.19,9,1.2045428329528514,"(9, 1.2045428329528514)"
languagegen10index237_32.10.3.4.21_5.2.1.39.15,32.10.3.4.21,5.2.1.39.15,10,1.2033491824465683,"(10, 1.2033491824465683)"
languagegen10index264_83.10.3.4.30.12.6_5.2.1.19,83.10.3.4.30.12.6,5.2.1.19,11,1.1756921475644766,"(11, 1.1756921475644766)"
languagegen10index285_83.10.3.4.30.12.7_5.2.1.46.19,83.10.3.4.30.12.7,5.2.1.46.19,12,1.170759875009739,"(12, 1.170759875009739)"
languagegen10index318_80.45.47.10.3.4.20.49.16.8.6_5.2.94.1,80.45.47.10.3.4.20.49.16.8.6,5.2.94.1,15,1.1672601855177482,"(15, 1.1672601855177482)"
languagegen10index341_80.45.47.32.10.3.4.49.16.8.6.21_5.2.1.46,80.45.47.32.10.3.4.49.16.8.6.21,5.2.1.46,16,1.1536823709453468,"(16, 1.1536823709453468)"
languagegen10index357_80.45.32.10.3.4.20.49.16.8.6.68_5.2.1.46.39,80.45.32.10.3.4.20.49.16.8.6.68,5.2.1.46.39,17,1.14290472575213,"(17, 1.14290472575213)"
languagegen10index395_3.6.93.1.76.36.24.11.26.78.10.80.2.14.5_25.4.7.86,3.6.93.1.76.36.24.11.26.78.10.80.2.14.5,25.4.7.86,19,1.1259080794369167,"(19, 1.1259080794369167)"
languagegen10index406_3.48.69.6.97.1.76.36.24.11.10.80.2.14.5.39.17_25.4.7.56,3.48.69.6.97.1.76.36.24.11.10.80.2.14.5.39.17,25.4.7.56,21,1.1182041006321402,"(21, 1.1182041006321402)"
languagegen10index408_3.48.69.6.97.1.76.36.24.11.10.80.2.14.5.39.17_25.4.7.56.42,3.48.69.6.97.1.76.36.24.11.10.80.2.14.5.39.17,25.4.7.56.42,22,1.1141361980093172,"(22, 1.1141361980093172)"
languagegen9index20_3.48.69.6.97.1.76.36.24.11.10.80.2.14.5.39.17_25.4.7.56.42,3.48.69.6.97.1.76.36.24.11.10.80.2.14.5.39.17,25.4.7.56.42,22,1.1141361980093172,"(22, 1.1141361980093172)"
languagegen10index407_3.69.6.97.1.76.36.24.11.10.80.2.14.5.39.17.72.27_25.4.7.56.42,3.69.6.97.1.76.36.24.11.10.80.2.14.5.39.17.72.27,25.4.7.56.42,23,1.1114138730187362,"(23, 1.1114138730187362)"
languagegen10index440_40.98.21.3.2.17.37.46.23.44.66.71.50.97.19.29.26.49.4.61.51.94.35.13.9.56.8_6.1.5.7.32,40.98.21.3.2.17.37.46.23.44.66.71.50.97.19.29.26.49.4.61.51.94.35.13.9.56.8,6.1.5.7.32,32,1.0876976908881983,"(32, 1.0876976908881983)"
languagegen10index461_40.98.39.41.21.3.2.17.37.46.23.44.66.50.97.19.29.26.49.4.61.51.94.35.13.9.56.8_6.1.5.7.32,40.98.39.41.21.3.2.17.37.46.23.44.66.50.97.19.29.26.49.4.61.51.94.35.13.9.56.8,6.1.5.7.32,33,1.086614665544936,"(33, 1.086614665544936)"
languagegen10index467_40.98.41.3.2.17.37.46.23.44.66.71.50.97.83.19.29.26.49.4.61.51.94.35.13.9.56.8.12_6.1.5.7.32,40.98.41.3.2.17.37.46.23.44.66.71.50.97.83.19.29.26.49.4.61.51.94.35.13.9.56.8.12,6.1.5.7.32,34,1.0802523691693713,"(34, 1.0802523691693713)"
languagegen10index445_40.98.39.21.3.2.17.37.46.23.44.66.71.50.97.83.19.29.26.49.4.61.51.94.35.13.9.56.8.12_6.1.5.7.32,40.98.39.21.3.2.17.37.46.23.44.66.71.50.97.83.19.29.26.49.4.61.51.94.35.13.9.56.8.12,6.1.5.7.32,35,1.077401828046317,"(35, 1.077401828046317)"
languagegen10index541_61.45.79.73.2.32.4.50.22.62.29.47.46.19.23.33.71.89.70.1.58.18.16.10.8.76.5.6.27.98.12.43.3.35.30.60.11_78.7.9.48,61.45.79.73.2.32.4.50.22.62.29.47.46.19.23.33.71.89.70.1.58.18.16.10.8.76.5.6.27.98.12.43.3.35.30.60.11,78.7.9.48,41,1.0568151750069985,"(41, 1.0568151750069985)"
languagegen10index521_61.45.79.73.2.32.4.50.22.62.29.47.46.19.23.33.71.70.1.58.18.77.16.10.8.76.51.5.6.27.98.12.39.43.3.35.30.60.11_7.9.59,61.45.79.73.2.32.4.50.22.62.29.47.46.19.23.33.71.70.1.58.18.77.16.10.8.76.51.5.6.27.98.12.39.43.3.35.30.60.11,7.9.59,42,1.0545256670552716,"(42, 1.0545256670552716)"
